object_type,schema_name,object_name,detail_name,data_type,is_nullable,column_default
constraint,public,apartments,apartments_block_id_unit_number_key,UNIQUE,null,null
constraint,public,apartments,apartments_pkey,PRIMARY KEY,null,null
constraint,public,apartments,apartments_society_id_fkey,FOREIGN KEY,null,null
column,public,billing_cycles,apartment_id,uuid,NO,null
column,public,billing_cycles,base_amount,numeric,NO,0
column,public,billing_cycles,billing_month,text,NO,null
column,public,billing_cycles,billing_period,daterange,YES,null
column,public,billing_cycles,billing_year,smallint,NO,null
column,public,billing_cycles,created_at,timestamp with time zone,NO,now()
column,public,billing_cycles,discount,numeric,NO,0
column,public,billing_cycles,due_date,date,NO,null
column,public,billing_cycles,electricity,numeric,NO,0
column,public,billing_cycles,housekeeping,numeric,NO,0
column,public,billing_cycles,id,uuid,NO,uuid_generate_v4()
column,public,billing_cycles,late_fee,numeric,NO,0
column,public,billing_cycles,miscellaneous,numeric,NO,0
column,public,billing_cycles,paid_amount,numeric,YES,null
column,public,billing_cycles,paid_at,timestamp with time zone,YES,null
column,public,billing_cycles,repairs,numeric,NO,0
column,public,billing_cycles,security,numeric,NO,0
column,public,billing_cycles,society_id,uuid,NO,null
column,public,billing_cycles,status,USER-DEFINED,NO,'pending'::billing_status
column,public,billing_cycles,total_amount,numeric,NO,0
column,public,billing_cycles,updated_at,timestamp with time zone,NO,now()
column,public,billing_cycles,water,numeric,NO,0
constraint,public,billing_cycles,2200_17941_10_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_11_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_12_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_13_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_14_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_15_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_16_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_19_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_1_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_20_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_21_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_22_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_2_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_3_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_4_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_5_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_7_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_8_not_null,CHECK,null,null
constraint,public,billing_cycles,2200_17941_9_not_null,CHECK,null,null
constraint,public,billing_cycles,billing_cycles_apartment_id_billing_year_billing_month_key,UNIQUE,null,null
constraint,public,billing_cycles,billing_cycles_apartment_id_fkey,FOREIGN KEY,null,null
constraint,public,billing_cycles,billing_cycles_pkey,PRIMARY KEY,null,null
constraint,public,billing_cycles,billing_cycles_society_id_fkey,FOREIGN KEY,null,null
column,public,blocks,created_at,timestamp with time zone,NO,now()
column,public,blocks,id,uuid,NO,uuid_generate_v4()
column,public,blocks,name,text,NO,null
column,public,blocks,society_id,uuid,NO,null
constraint,public,blocks,2200_17657_1_not_null,CHECK,null,null
constraint,public,blocks,2200_17657_2_not_null,CHECK,null,null
constraint,public,blocks,2200_17657_3_not_null,CHECK,null,null
constraint,public,blocks,2200_17657_4_not_null,CHECK,null,null
constraint,public,blocks,blocks_pkey,PRIMARY KEY,null,null
constraint,public,blocks,blocks_society_id_fkey,FOREIGN KEY,null,null
constraint,public,blocks,blocks_society_id_name_key,UNIQUE,null,null
column,public,bookings,booking_date,date,NO,null
column,public,bookings,booking_fee,numeric,NO,0
column,public,bookings,cancel_reason,text,YES,null
column,public,bookings,cancelled_at,timestamp with time zone,YES,null
column,public,bookings,created_at,timestamp with time zone,NO,now()
column,public,bookings,duration_hrs,numeric,YES,null
column,public,bookings,end_time,time without time zone,NO,null
column,public,bookings,facility_id,uuid,NO,null
column,public,bookings,id,uuid,NO,uuid_generate_v4()
column,public,bookings,notes,text,YES,null
column,public,bookings,paid_at,timestamp with time zone,YES,null
column,public,bookings,resident_id,uuid,NO,null
column,public,bookings,slot_id,uuid,YES,null
column,public,bookings,society_id,uuid,NO,null
column,public,bookings,start_time,time without time zone,NO,null
column,public,bookings,status,USER-DEFINED,NO,'pending'::booking_status
column,public,bookings,updated_at,timestamp with time zone,NO,now()
constraint,public,bookings,2200_17905_10_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_11_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_16_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_17_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_1_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_2_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_3_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_4_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_6_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_7_not_null,CHECK,null,null
constraint,public,bookings,2200_17905_8_not_null,CHECK,null,null
constraint,public,bookings,bookings_facility_id_fkey,FOREIGN KEY,null,null
constraint,public,bookings,bookings_pkey,PRIMARY KEY,null,null
constraint,public,bookings,bookings_resident_id_fkey,FOREIGN KEY,null,null
constraint,public,bookings,bookings_society_id_fkey,FOREIGN KEY,null,null
column,public,complaint_images,complaint_id,uuid,NO,null
column,public,complaint_images,id,uuid,NO,uuid_generate_v4()
column,public,complaint_images,storage_path,text,NO,null
column,public,complaint_images,uploaded_at,timestamp with time zone,NO,now()
column,public,complaint_images,uploaded_by,uuid,YES,null
constraint,public,complaint_images,2200_17843_1_not_null,CHECK,null,null
constraint,public,complaint_images,2200_17843_2_not_null,CHECK,null,null
constraint,public,complaint_images,2200_17843_3_not_null,CHECK,null,null
constraint,public,complaint_images,2200_17843_5_not_null,CHECK,null,null
constraint,public,complaint_images,complaint_images_complaint_id_fkey,FOREIGN KEY,null,null
constraint,public,complaint_images,complaint_images_pkey,PRIMARY KEY,null,null
constraint,public,complaint_images,complaint_images_uploaded_by_fkey,FOREIGN KEY,null,null
column,public,complaints,apartment_id,uuid,NO,null
column,public,complaints,assigned_to,uuid,YES,null
column,public,complaints,category,USER-DEFINED,NO,'other'::complaint_category
column,public,complaints,created_at,timestamp with time zone,NO,now()
column,public,complaints,description,text,NO,null
column,public,complaints,id,uuid,NO,uuid_generate_v4()
column,public,complaints,location_label,text,YES,null
column,public,complaints,priority,USER-DEFINED,NO,'medium'::complaint_priority
column,public,complaints,resident_id,uuid,NO,null
column,public,complaints,resolution_note,text,YES,null
column,public,complaints,resolved_at,timestamp with time zone,YES,null
column,public,complaints,society_id,uuid,NO,null
column,public,complaints,status,USER-DEFINED,NO,'open'::complaint_status
column,public,complaints,title,text,NO,null
column,public,complaints,updated_at,timestamp with time zone,NO,now()
constraint,public,complaints,2200_17806_10_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_14_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_15_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_1_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_2_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_3_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_4_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_5_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_6_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_7_not_null,CHECK,null,null
constraint,public,complaints,2200_17806_8_not_null,CHECK,null,null
constraint,public,complaints,complaints_apartment_id_fkey,FOREIGN KEY,null,null
constraint,public,complaints,complaints_assigned_to_fkey,FOREIGN KEY,null,null
constraint,public,complaints,complaints_pkey,PRIMARY KEY,null,null
constraint,public,complaints,complaints_resident_id_fkey,FOREIGN KEY,null,null
constraint,public,complaints,complaints_society_id_fkey,FOREIGN KEY,null,null
column,public,facilities,advance_days,smallint,NO,30
column,public,facilities,booking_fee,numeric,NO,0
column,public,facilities,capacity,smallint,NO,0
column,public,facilities,created_at,timestamp with time zone,NO,now()
column,public,facilities,description,text,YES,null
column,public,facilities,icon,text,YES,null
column,public,facilities,id,uuid,NO,uuid_generate_v4()
column,public,facilities,is_active,boolean,NO,true
column,public,facilities,name,text,NO,null
column,public,facilities,operating_hours,text,NO,null
column,public,facilities,rules,text,YES,null
column,public,facilities,slot_duration,smallint,NO,120
column,public,facilities,society_id,uuid,NO,null
column,public,facilities,status,USER-DEFINED,NO,'available'::facility_status
column,public,facilities,updated_at,timestamp with time zone,NO,now()
constraint,public,facilities,2200_17862_10_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_11_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_12_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_14_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_15_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_1_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_2_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_3_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_6_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_7_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_8_not_null,CHECK,null,null
constraint,public,facilities,2200_17862_9_not_null,CHECK,null,null
constraint,public,facilities,facilities_pkey,PRIMARY KEY,null,null
constraint,public,facilities,facilities_society_id_fkey,FOREIGN KEY,null,null
column,public,family_members,age_group,character varying,NO,null
column,public,family_members,created_at,timestamp with time zone,YES,now()
column,public,family_members,gender,character varying,NO,null
column,public,family_members,id,uuid,NO,gen_random_uuid()
column,public,family_members,name,text,NO,null
column,public,family_members,relation,character varying,NO,null
column,public,family_members,resident_id,uuid,NO,null
constraint,public,family_members,2200_18654_1_not_null,CHECK,null,null
constraint,public,family_members,2200_18654_2_not_null,CHECK,null,null
constraint,public,family_members,2200_18654_3_not_null,CHECK,null,null
constraint,public,family_members,2200_18654_4_not_null,CHECK,null,null
constraint,public,family_members,2200_18654_5_not_null,CHECK,null,null
constraint,public,family_members,2200_18654_6_not_null,CHECK,null,null
constraint,public,family_members,family_members_age_group_check,CHECK,null,null
constraint,public,family_members,family_members_gender_check,CHECK,null,null
constraint,public,family_members,family_members_pkey,PRIMARY KEY,null,null
constraint,public,family_members,family_members_relation_check,CHECK,null,null
constraint,public,family_members,family_members_resident_id_fkey,FOREIGN KEY,null,null
column,public,holidays,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
column,public,holidays,date,date,NO,null
column,public,holidays,id,uuid,NO,gen_random_uuid()
column,public,holidays,name,text,NO,null
column,public,holidays,society_id,uuid,NO,null
constraint,public,holidays,2200_18772_1_not_null,CHECK,null,null
constraint,public,holidays,2200_18772_2_not_null,CHECK,null,null
constraint,public,holidays,2200_18772_3_not_null,CHECK,null,null
constraint,public,holidays,2200_18772_4_not_null,CHECK,null,null
constraint,public,holidays,2200_18772_5_not_null,CHECK,null,null
constraint,public,holidays,holidays_pkey,PRIMARY KEY,null,null
column,public,notifications,action_ref_id,uuid,YES,null
column,public,notifications,action_type,text,YES,null
column,public,notifications,body,text,NO,null
column,public,notifications,created_at,timestamp with time zone,NO,now()
column,public,notifications,icon,text,YES,null
column,public,notifications,id,uuid,NO,uuid_generate_v4()
column,public,notifications,is_read,boolean,NO,false
column,public,notifications,read_at,timestamp with time zone,YES,null
column,public,notifications,society_id,uuid,YES,null
column,public,notifications,title,text,NO,null
column,public,notifications,user_id,uuid,NO,null
constraint,public,notifications,2200_18041_11_not_null,CHECK,null,null
constraint,public,notifications,2200_18041_1_not_null,CHECK,null,null
constraint,public,notifications,2200_18041_2_not_null,CHECK,null,null
constraint,public,notifications,2200_18041_4_not_null,CHECK,null,null
constraint,public,notifications,2200_18041_5_not_null,CHECK,null,null
constraint,public,notifications,2200_18041_9_not_null,CHECK,null,null
constraint,public,notifications,notifications_pkey,PRIMARY KEY,null,null
constraint,public,notifications,notifications_society_id_fkey,FOREIGN KEY,null,null
constraint,public,notifications,notifications_user_id_fkey,FOREIGN KEY,null,null
column,public,poll_options,id,uuid,NO,uuid_generate_v4()
column,public,poll_options,option_text,text,NO,null
column,public,poll_options,poll_id,uuid,NO,null
constraint,public,poll_options,2200_18916_1_not_null,CHECK,null,null
constraint,public,poll_options,2200_18916_2_not_null,CHECK,null,null
constraint,public,poll_options,2200_18916_3_not_null,CHECK,null,null
constraint,public,poll_options,poll_options_pkey,PRIMARY KEY,null,null
constraint,public,poll_options,poll_options_poll_id_fkey,FOREIGN KEY,null,null
column,public,poll_votes,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
column,public,poll_votes,id,uuid,NO,uuid_generate_v4()
column,public,poll_votes,option_id,uuid,NO,null
column,public,poll_votes,poll_id,uuid,NO,null
column,public,poll_votes,resident_id,uuid,NO,null
constraint,public,poll_votes,2200_18929_1_not_null,CHECK,null,null
constraint,public,poll_votes,2200_18929_2_not_null,CHECK,null,null
constraint,public,poll_votes,2200_18929_3_not_null,CHECK,null,null
constraint,public,poll_votes,2200_18929_4_not_null,CHECK,null,null
constraint,public,poll_votes,2200_18929_5_not_null,CHECK,null,null
constraint,public,poll_votes,poll_votes_option_id_fkey,FOREIGN KEY,null,null
constraint,public,poll_votes,poll_votes_pkey,PRIMARY KEY,null,null
constraint,public,poll_votes,poll_votes_poll_id_fkey,FOREIGN KEY,null,null
constraint,public,poll_votes,poll_votes_poll_id_resident_id_key,UNIQUE,null,null
constraint,public,poll_votes,poll_votes_resident_id_fkey,FOREIGN KEY,null,null
column,public,polls,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
column,public,polls,created_by,uuid,YES,null
column,public,polls,description,text,YES,null
column,public,polls,expires_at,timestamp with time zone,YES,null
column,public,polls,id,uuid,NO,uuid_generate_v4()
column,public,polls,society_id,uuid,NO,null
column,public,polls,title,text,NO,null
constraint,public,polls,2200_18902_1_not_null,CHECK,null,null
constraint,public,polls,2200_18902_2_not_null,CHECK,null,null
constraint,public,polls,2200_18902_3_not_null,CHECK,null,null
constraint,public,polls,2200_18902_6_not_null,CHECK,null,null
constraint,public,polls,polls_created_by_fkey,FOREIGN KEY,null,null
constraint,public,polls,polls_pkey,PRIMARY KEY,null,null
column,public,profiles,avatar_url,text,YES,null
column,public,profiles,created_at,timestamp with time zone,NO,now()
column,public,profiles,date_of_birth,date,YES,null
column,public,profiles,full_name,text,NO,null
column,public,profiles,gender,text,YES,null
column,public,profiles,id,uuid,NO,null
column,public,profiles,phone,text,YES,null
column,public,profiles,updated_at,timestamp with time zone,NO,now()
constraint,public,profiles,2200_17696_1_not_null,CHECK,null,null
constraint,public,profiles,2200_17696_2_not_null,CHECK,null,null
constraint,public,profiles,2200_17696_7_not_null,CHECK,null,null
constraint,public,profiles,2200_17696_8_not_null,CHECK,null,null
constraint,public,profiles,profiles_gender_check,CHECK,null,null
constraint,public,profiles,profiles_id_fkey,FOREIGN KEY,null,null
constraint,public,profiles,profiles_pkey,PRIMARY KEY,null,null
column,public,resident_profiles,age_group,text,NO,null
column,public,resident_profiles,apartment,text,NO,null
column,public,resident_profiles,avatar_index,integer,NO,0
column,public,resident_profiles,block,text,NO,null
column,public,resident_profiles,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
column,public,resident_profiles,email,text,NO,null
column,public,resident_profiles,gender,text,NO,null
column,public,resident_profiles,heritage,text,NO,null
column,public,resident_profiles,id,uuid,NO,uuid_generate_v4()
column,public,resident_profiles,name,text,NO,null
column,public,resident_profiles,phone,text,NO,null
column,public,resident_profiles,resident_type,text,NO,null
column,public,resident_profiles,role,text,NO,null
column,public,resident_profiles,society_name,text,NO,null
constraint,public,resident_profiles,2200_18676_10_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_11_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_12_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_13_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_14_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_1_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_2_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_3_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_4_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_5_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_6_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_7_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_8_not_null,CHECK,null,null
constraint,public,resident_profiles,2200_18676_9_not_null,CHECK,null,null
constraint,public,resident_profiles,resident_profiles_pkey,PRIMARY KEY,null,null
column,public,residents,apartment_id,uuid,NO,null
column,public,residents,created_at,timestamp with time zone,NO,now()
column,public,residents,id,uuid,NO,uuid_generate_v4()
column,public,residents,is_active,boolean,NO,true
column,public,residents,move_in_date,date,YES,null
column,public,residents,move_out_date,date,YES,null
column,public,residents,ownership,USER-DEFINED,NO,'owner'::ownership_type
column,public,residents,role,USER-DEFINED,NO,'resident'::user_role
column,public,residents,society_id,uuid,NO,null
column,public,residents,updated_at,timestamp with time zone,NO,now()
column,public,residents,user_id,uuid,NO,null
constraint,public,residents,2200_17711_10_not_null,CHECK,null,null
constraint,public,residents,2200_17711_11_not_null,CHECK,null,null
constraint,public,residents,2200_17711_1_not_null,CHECK,null,null
constraint,public,residents,2200_17711_2_not_null,CHECK,null,null
constraint,public,residents,2200_17711_3_not_null,CHECK,null,null
constraint,public,residents,2200_17711_4_not_null,CHECK,null,null
constraint,public,residents,2200_17711_5_not_null,CHECK,null,null
constraint,public,residents,2200_17711_6_not_null,CHECK,null,null
constraint,public,residents,2200_17711_9_not_null,CHECK,null,null
constraint,public,residents,residents_apartment_id_fkey,FOREIGN KEY,null,null
constraint,public,residents,residents_pkey,PRIMARY KEY,null,null
constraint,public,residents,residents_society_id_fkey,FOREIGN KEY,null,null
constraint,public,residents,residents_user_id_apartment_id_key,UNIQUE,null,null
constraint,public,residents,residents_user_id_fkey,FOREIGN KEY,null,null
column,public,societies,address,text,YES,null
column,public,societies,city,text,YES,null
column,public,societies,created_at,timestamp with time zone,NO,now()
column,public,societies,id,uuid,NO,uuid_generate_v4()
column,public,societies,logo_url,text,YES,null
column,public,societies,name,text,NO,null
column,public,societies,pincode,character varying,YES,null
column,public,societies,state,text,YES,null
column,public,societies,updated_at,timestamp with time zone,NO,now()
constraint,public,societies,2200_17647_1_not_null,CHECK,null,null
constraint,public,societies,2200_17647_2_not_null,CHECK,null,null
constraint,public,societies,2200_17647_8_not_null,CHECK,null,null
constraint,public,societies,2200_17647_9_not_null,CHECK,null,null
constraint,public,societies,societies_pkey,PRIMARY KEY,null,null
column,public,sos_alerts,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
column,public,sos_alerts,id,uuid,NO,uuid_generate_v4()
column,public,sos_alerts,resident_id,uuid,NO,null
column,public,sos_alerts,resolved_at,timestamp with time zone,YES,null
column,public,sos_alerts,resolved_by,uuid,YES,null
column,public,sos_alerts,status,text,NO,'active'::text
constraint,public,sos_alerts,2200_18956_1_not_null,CHECK,null,null
constraint,public,sos_alerts,2200_18956_2_not_null,CHECK,null,null
constraint,public,sos_alerts,2200_18956_3_not_null,CHECK,null,null
constraint,public,sos_alerts,2200_18956_6_not_null,CHECK,null,null
constraint,public,sos_alerts,sos_alerts_pkey,PRIMARY KEY,null,null
constraint,public,sos_alerts,sos_alerts_resident_id_fkey,FOREIGN KEY,null,null
constraint,public,sos_alerts,sos_alerts_resolved_by_fkey,FOREIGN KEY,null,null
constraint,public,sos_alerts,sos_alerts_status_check,CHECK,null,null
column,public,transactions,amount,numeric,NO,null
column,public,transactions,billing_cycle_id,uuid,YES,null
column,public,transactions,booking_id,uuid,YES,null
column,public,transactions,completed_at,timestamp with time zone,YES,null
column,public,transactions,created_at,timestamp with time zone,NO,now()
column,public,transactions,failed_reason,text,YES,null
column,public,transactions,gateway_txn_id,text,YES,null
column,public,transactions,id,uuid,NO,uuid_generate_v4()
column,public,transactions,initiated_at,timestamp with time zone,NO,now()
column,public,transactions,method,USER-DEFINED,NO,'upi'::payment_method_type
column,public,transactions,method_label,text,YES,null
column,public,transactions,reference_no,text,NO,null
column,public,transactions,resident_id,uuid,NO,null
column,public,transactions,society_id,uuid,NO,null
column,public,transactions,status,USER-DEFINED,NO,'pending'::transaction_status
constraint,public,transactions,2200_17978_11_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_12_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_15_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_1_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_4_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_5_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_6_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_7_not_null,CHECK,null,null
constraint,public,transactions,2200_17978_9_not_null,CHECK,null,null
constraint,public,transactions,transactions_billing_cycle_id_fkey,FOREIGN KEY,null,null
constraint,public,transactions,transactions_booking_id_fkey,FOREIGN KEY,null,null
constraint,public,transactions,transactions_pkey,PRIMARY KEY,null,null
constraint,public,transactions,transactions_resident_id_fkey,FOREIGN KEY,null,null
constraint,public,transactions,transactions_society_id_fkey,FOREIGN KEY,null,null
column,public,user_notification_settings,announcements_enabled,boolean,NO,true
column,public,user_notification_settings,created_at,timestamp with time zone,YES,now()
column,public,user_notification_settings,global_push_enabled,boolean,NO,true
column,public,user_notification_settings,id,uuid,NO,gen_random_uuid()
column,public,user_notification_settings,resident_id,uuid,NO,null
column,public,user_notification_settings,updated_at,timestamp with time zone,YES,now()
constraint,public,user_notification_settings,2200_18749_1_not_null,CHECK,null,null
constraint,public,user_notification_settings,2200_18749_2_not_null,CHECK,null,null
constraint,public,user_notification_settings,2200_18749_3_not_null,CHECK,null,null
constraint,public,user_notification_settings,2200_18749_4_not_null,CHECK,null,null
constraint,public,user_notification_settings,user_notification_settings_pkey,PRIMARY KEY,null,null
constraint,public,user_notification_settings,user_notification_settings_resident_id_fkey,FOREIGN KEY,null,null
constraint,public,user_notification_settings,user_notification_settings_resident_id_key,UNIQUE,null,null
column,public,v_outstanding_dues,amount_due,numeric,YES,null
column,public,v_outstanding_dues,apartment_id,uuid,YES,null
column,public,v_outstanding_dues,billing_month,text,YES,null
column,public,v_outstanding_dues,block_name,text,YES,null
column,public,v_outstanding_dues,due_date,date,YES,null
column,public,v_outstanding_dues,id,uuid,YES,null
column,public,v_outstanding_dues,society_id,uuid,YES,null
column,public,v_outstanding_dues,status,USER-DEFINED,YES,null
column,public,v_outstanding_dues,total_amount,numeric,YES,null
column,public,v_outstanding_dues,unit_number,text,YES,null
column,public,v_resident_details,apartment_id,uuid,YES,null
column,public,v_resident_details,avatar_url,text,YES,null
column,public,v_resident_details,block_id,uuid,YES,null
column,public,v_resident_details,block_name,text,YES,null
column,public,v_resident_details,city,text,YES,null
column,public,v_resident_details,floor,smallint,YES,null
column,public,v_resident_details,full_name,text,YES,null
column,public,v_resident_details,gender,text,YES,null
column,public,v_resident_details,is_active,boolean,YES,null
column,public,v_resident_details,ownership,USER-DEFINED,YES,null
column,public,v_resident_details,phone,text,YES,null
column,public,v_resident_details,resident_id,uuid,YES,null
column,public,v_resident_details,role,USER-DEFINED,YES,null
column,public,v_resident_details,society_id,uuid,YES,null
column,public,v_resident_details,society_name,text,YES,null
column,public,v_resident_details,unit_number,text,YES,null
column,public,v_resident_details,user_id,uuid,YES,null
column,public,vehicles,color,text,YES,null
column,public,vehicles,created_at,timestamp with time zone,NO,now()
column,public,vehicles,id,uuid,NO,uuid_generate_v4()
column,public,vehicles,is_active,boolean,NO,true
column,public,vehicles,make,text,YES,null
column,public,vehicles,model,text,YES,null
column,public,vehicles,registration_no,text,NO,null
column,public,vehicles,resident_id,uuid,NO,null
column,public,vehicles,vehicle_type,USER-DEFINED,NO,'car'::vehicle_type
constraint,public,vehicles,2200_18729_1_not_null,CHECK,null,null
constraint,public,vehicles,2200_18729_2_not_null,CHECK,null,null
constraint,public,vehicles,2200_18729_3_not_null,CHECK,null,null
constraint,public,vehicles,2200_18729_7_not_null,CHECK,null,null
constraint,public,vehicles,2200_18729_8_not_null,CHECK,null,null
constraint,public,vehicles,2200_18729_9_not_null,CHECK,null,null
constraint,public,vehicles,vehicles_pkey,PRIMARY KEY,null,null
constraint,public,vehicles,vehicles_resident_id_fkey,FOREIGN KEY,null,null
constraint,public,vehicles,vehicles_resident_id_registration_no_key,UNIQUE,null,null
column,public,visitors,apartment_id,uuid,NO,null
column,public,visitors,arrived_at,timestamp with time zone,YES,null
column,public,visitors,created_at,timestamp with time zone,NO,now()
column,public,visitors,guest_name,text,NO,null
column,public,visitors,guest_phone,text,YES,null
column,public,visitors,id,uuid,NO,uuid_generate_v4()
column,public,visitors,invite_code,text,NO,null
column,public,visitors,invite_method,USER-DEFINED,NO,'qr'::invite_method
column,public,visitors,left_at,timestamp with time zone,YES,null
column,public,visitors,notes,text,YES,null
column,public,visitors,otp_value,character varying,YES,null
column,public,visitors,purpose,text,YES,null
column,public,visitors,qr_payload,text,YES,null
column,public,visitors,relation,USER-DEFINED,NO,'other'::guest_relation
column,public,visitors,relation_label,text,YES,null
column,public,visitors,resident_id,uuid,NO,null
column,public,visitors,society_id,uuid,NO,null
column,public,visitors,status,USER-DEFINED,NO,'pending'::visitor_status
column,public,visitors,updated_at,timestamp with time zone,NO,now()
column,public,visitors,valid_from,timestamp with time zone,NO,now()
column,public,visitors,valid_hours,smallint,NO,6
column,public,visitors,valid_until,timestamp with time zone,NO,null
constraint,public,visitors,2200_17771_10_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_11_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_14_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_15_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_16_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_17_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_1_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_21_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_22_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_2_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_3_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_4_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_5_not_null,CHECK,null,null
constraint,public,visitors,2200_17771_7_not_null,CHECK,null,null
constraint,public,visitors,visitors_apartment_id_fkey,FOREIGN KEY,null,null
constraint,public,visitors,visitors_pkey,PRIMARY KEY,null,null
constraint,public,visitors,visitors_resident_id_fkey,FOREIGN KEY,null,null
constraint,public,visitors,visitors_society_id_fkey,FOREIGN KEY,null,null
column,realtime,messages,binary_payload,bytea,YES,null
column,realtime,messages,event,text,YES,null
column,realtime,messages,extension,text,NO,null
column,realtime,messages,id,uuid,NO,gen_random_uuid()
column,realtime,messages,inserted_at,timestamp without time zone,NO,now()
column,realtime,messages,payload,jsonb,YES,null
column,realtime,messages,private,boolean,YES,false
column,realtime,messages,topic,text,NO,null
column,realtime,messages,updated_at,timestamp without time zone,NO,now()
constraint,realtime,messages,16559_17245_1_not_null,CHECK,null,null
constraint,realtime,messages,16559_17245_2_not_null,CHECK,null,null
constraint,realtime,messages,16559_17245_6_not_null,CHECK,null,null
constraint,realtime,messages,16559_17245_7_not_null,CHECK,null,null
constraint,realtime,messages,16559_17245_8_not_null,CHECK,null,null
constraint,realtime,messages,messages_payload_exclusive,CHECK,null,null
constraint,realtime,messages,messages_pkey,PRIMARY KEY,null,null
